"identity","extraverted","critical","dependable","anxious","open","reserved","sympathetic","disorganized","calm","conventional","af1","af2","af3","af4","af5","af6","af7","af8","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","age","region","education","urban","trust_eu","trust_nat","trust_loc","sex","age_mean","concealing","tolerating","adjusting","trust_index","extraversion","conscientiousness","neuroticism","openness","agreeableness","soc_trust","ideology","salience"
14435906,3,4,7,1,5,1,7,4,6,3,1,2,4,2,1,4,4,3,2,1,3,5,2,4,1,5,4,1,5,2,49,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",1,4,7,"Female",-3.93416,11,19,23,12,9,10,2,9,10,9,7,2
14457378,4,7,5,1,6,4,4,4,4,1,2,3,2,3,2,2,4,2,2,2,5,3,2,2,4,3,1,2,5,3,39,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",8,9,8,"Male",6.0658398,19,12,21,25,7,8,4,12,4,9,2,5
14525149,2,3,4,3,5,6,6,2,3,2,5,4,3,4,4,1,3,2,4,4,3,3,3,2,4,3,3,2,3,4,37,"Hovedstaden","Almengymnasial uddannelse (studentereksamen/HF)","Hovedstadsområdet",6,9,9,"Male",8.0658398,30,12,20,24,3,9,7,10,10,7,7,4
14537637,4,4,7,1,4,4,6,3,7,6,3,3,3,3,3,4,5,3,3,4,5,4,2,2,3,3,4,3,4,2,62,"Nordjylland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse under 10.000 indbyggere",5,7,9,"Male",-16.93416,23,18,22,21,7,11,1,5,9,7,5,3
14546647,2,2,5,2,3,4,3,1,5,7,4,3,1,2,3,2,3,3,4,3,4,2,2,1,2,2,3,2,2,4,32,"Syddanmark","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",1,6,7,"Male",13.06584,24,11,14,14,5,11,4,3,8,8,8,2
14655138,4,7,7,3,5,4,5,1,3,1,3,3,3,2,3,3,2,3,2,2,3,3,3,2,4,3,3,2,3,3,22,"Hovedstaden","Almengymnasial uddannelse (studentereksamen/HF)","Bymæssig bebyggelse 50.000-100.000 indbyggere",8,8,9,"Female",23.06584,22,14,16,25,7,13,7,11,5,5,3,5
14782671,5,5,5,5,5,4,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,61,"Syddanmark","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",1,1,1,"Male",-15.93416,24,15,18,3,8,7,7,8,7,4,5,2
14792316,6,7,7,2,7,1,6,4,6,1,4,5,5,4,2,4,5,4,4,2,4,4,2,3,4,4,4,3,4,4,40,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse under 10.000 indbyggere",6,4,8,"Female",5.0658398,25,20,26,18,12,10,3,13,6,5,8,4
14889239,5,3,6,2,6,2,6,3,6,5,2,4,4,4,2,4,4,2,3,4,2,4,3,2,3,4,5,3,4,4,43,"Sjælland","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Udenfor bymæssig bebyggelse – landområde",5,8,8,"Male",2.06584,24,17,24,21,10,10,3,8,10,9,4,2
14945128,4,5,5,4,2,2,4,1,3,1,3,3,4,4,4,4,5,5,3,3,5,4,3,4,4,3,4,3,4,3,48,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",2,6,5,"Female",-2.93416,26,21,23,13,9,11,8,8,6,5,8,3
14957753,3,5,7,2,4,5,4,1,4,2,5,2,5,2,2,5,4,4,4,3,5,4,4,1,5,3,5,1,4,4,37,"Midtjylland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",2,4,NA,"Female",8.0658398,28,21,19,NA,5,13,5,9,6,6,9,4
15098241,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,"Syddanmark","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",NA,NA,NA,"Male",22.06584,24,15,18,NA,7,7,7,7,7,NA,NA,3
15103778,6,4,4,2,5,2,5,5,5,5,4,4,3,4,2,4,4,2,4,4,4,3,4,2,4,5,3,5,4,4,21,"Syddanmark","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",7,8,NA,"Female",24.06584,31,16,24,NA,11,6,4,7,8,8,6,3
15149590,5,2,5,5,6,4,6,4,3,2,5,3,3,3,4,2,3,2,5,4,4,3,4,2,5,2,2,2,3,3,22,"Sjælland","Almengymnasial uddannelse (studentereksamen/HF)","Bymæssig bebyggelse 10.000-49.999 indbyggere",5,6,7,"Female",23.06584,32,13,17,18,8,8,9,11,11,7,4,2
15340029,4,5,4,3,4,2,5,4,4,3,5,4,4,4,5,4,5,5,4,3,5,4,2,2,5,3,5,4,3,4,60,"Sjælland","Grund-/folkeskole","Bymæssig bebyggelse 50.000-100.000 indbyggere",1,3,2,"Female",-14.93416,32,20,23,6,9,7,6,8,7,6,6,3
15404816,5,6,7,4,4,3,5,1,4,5,5,4,4,4,5,4,4,2,5,2,5,5,4,4,5,4,2,5,4,3,22,"Hovedstaden","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Hovedstadsområdet",3,2,6,"Male",23.06584,34,19,25,11,9,13,7,6,6,3,7,5
15517688,7,1,1,1,7,1,7,6,3,1,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,42,"Midtjylland","Grund-/folkeskole","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",0,NA,NA,"Female",3.06584,32,25,30,NA,13,2,5,13,13,NA,10,2
15799147,3,4,6,4,4,3,4,2,3,3,3,2,2,3,3,3,2,3,3,2,3,2,2,2,2,2,4,3,2,3,22,"Hovedstaden","Almengymnasial uddannelse (studentereksamen/HF)","Hovedstadsområdet",6,8,6,"Female",23.06584,21,14,13,20,7,11,8,8,7,6,4,3
15814873,6,5,7,5,6,6,7,1,7,1,5,2,5,2,3,3,5,4,2,4,2,4,2,4,3,3,4,4,5,4,68,"Nordjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",0,2,6,"Male",-22.93416,27,18,21,8,7,13,5,12,9,6,5,2
15819965,7,6,7,1,6,1,6,2,6,5,3,4,3,3,3,3,3,3,3,4,4,3,4,2,4,3,3,3,4,4,32,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",6,7,7,"Male",13.06584,28,15,20,20,13,12,2,8,7,7,6,3
15950335,5,6,7,2,7,4,6,2,6,2,3,3,5,2,3,4,3,3,3,4,4,4,3,3,3,4,5,1,5,3,68,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",2,4,5,"Male",-22.93416,23,21,21,11,8,12,3,12,7,3,10,5
16059845,7,6,7,1,7,1,7,1,4,2,2,4,5,4,4,5,4,3,3,2,5,4,2,5,4,3,5,5,4,4,43,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",NA,0,3,"Female",2.06584,26,25,23,NA,13,13,4,12,8,10,2,3
16273877,7,2,7,2,6,2,7,1,7,4,3,5,5,3,1,4,2,1,3,2,4,4,2,1,3,3,5,2,4,4,21,"Syddanmark","Almengymnasial uddannelse (studentereksamen/HF)","Udenfor bymæssig bebyggelse – landområde",7,5,2,"Female",24.06584,20,19,21,14,12,13,2,9,12,5,8,2
16280047,3,1,4,3,6,3,6,1,6,1,3,4,4,2,2,3,4,3,4,3,4,4,4,3,3,4,4,3,4,4,40,"Sjælland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",NA,6,4,"Female",5.0658398,26,18,22,NA,7,10,4,12,12,2,8,2
16362500,2,5,7,3,1,6,7,2,7,7,3,4,2,3,3,4,3,3,2,3,4,3,4,3,3,2,3,3,3,4,52,"Sjælland","Lang videregående uddannelse 5 år eller mere","Bymæssig bebyggelse 50.000-100.000 indbyggere",2,6,2,"Male",-6.9341602,25,16,18,10,3,12,3,1,9,6,4,5
16463511,4,5,4,6,6,5,6,3,2,1,1,3,3,3,2,5,1,4,1,2,4,1,2,1,2,2,4,1,4,2,50,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",2,7,8,"Female",-4.9341602,13,17,14,17,6,8,11,12,8,7,2,4
16516583,4,5,6,2,4,3,5,4,5,4,3,4,3,4,3,4,4,2,3,3,4,4,3,4,4,4,2,3,5,3,33,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",0,6,7,"Male",12.06584,25,17,25,13,8,9,4,7,7,6,10,3
16535388,5,3,7,4,4,6,5,3,3,2,5,4,4,2,5,4,5,3,4,4,4,2,4,3,4,3,4,4,4,3,49,"Hovedstaden","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",5,6,5,"Male",-3.93416,33,19,20,16,6,11,8,9,9,5,10,3
16607721,2,6,5,5,4,6,6,2,5,4,1,1,2,4,1,4,2,4,1,1,4,1,1,4,1,3,4,1,2,2,22,"Nordjylland","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",0,0,3,"Female",23.06584,9,18,13,3,3,10,7,7,7,4,NA,3
16644205,6,3,2,2,5,2,4,5,3,4,3,3,5,2,2,4,1,4,2,3,5,1,3,3,2,4,4,4,2,3,42,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse under 10.000 indbyggere",6,1,8,"Male",3.06584,22,21,13,15,11,4,6,8,8,7,7,2
16702702,3,3,5,1,4,4,4,1,6,5,4,2,4,4,2,3,4,3,3,3,2,4,3,3,3,4,4,1,4,4,72,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse under 10.000 indbyggere",5,5,6,"Female",-26.93416,23,16,22,16,6,11,2,6,8,9,5,3
16947532,2,2,6,6,2,4,5,1,4,1,3,3,4,4,2,4,4,3,2,1,5,3,3,3,2,2,4,3,3,3,43,"Nordjylland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",2,5,7,"Female",2.06584,19,20,19,14,5,12,9,8,10,7,9,2
17031276,7,5,6,4,6,2,6,2,6,4,4,4,3,3,2,4,4,3,4,3,4,4,3,2,4,4,4,4,4,4,40,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",3,3,7,"Female",5.0658398,28,17,23,13,12,11,5,9,8,6,1,NA
17062112,4,5,5,4,6,4,5,3,4,3,3,3,4,3,2,2,5,4,4,4,4,4,3,2,4,4,3,3,4,4,23,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,8,8,"Female",22.06584,27,15,23,21,7,9,7,10,7,6,7,3
17091995,6,4,7,1,5,3,6,1,7,5,2,4,4,5,4,4,4,2,4,4,4,4,2,3,5,3,5,2,5,5,50,"Midtjylland","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",7,9,9,"Male",-4.9341602,28,20,25,25,10,13,1,7,9,6,8,3
17117651,6,6,6,2,6,4,3,2,2,5,3,4,3,3,3,3,4,2,3,4,3,3,4,2,3,3,3,2,3,3,56,"Sjælland","Mellemlang videregående uddannelse 3-4 år","Bymæssig bebyggelse 10.000-49.999 indbyggere",2,8,9,"Male",-10.93416,25,14,20,19,9,11,7,8,4,7,3,4
17118325,7,4,7,2,7,1,7,2,7,4,1,4,4,4,2,3,5,3,1,1,4,5,1,1,4,4,4,1,5,2,50,"Nordjylland","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",4,2,3,"Female",-4.9341602,13,16,27,9,13,12,2,10,10,8,8,2
17125564,7,7,4,2,7,1,3,3,4,4,2,4,3,2,1,3,2,5,5,2,2,3,2,2,4,2,3,4,3,4,24,"Nordjylland","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,5,5,"Female",21.06584,24,13,16,15,13,8,5,10,3,8,6,3
17132209,3,6,7,2,5,5,6,1,5,6,4,3,3,4,3,3,3,4,4,2,4,2,2,3,3,3,4,1,3,3,38,"Syddanmark","Kort videregående uddannelse under 3 år","Udenfor bymæssig bebyggelse – landområde",6,7,8,"Female",7.0658398,22,17,18,21,5,13,4,6,7,3,NA,1
17138771,4,7,7,2,5,4,5,1,6,2,3,5,5,3,4,4,3,1,4,4,5,3,3,3,4,4,4,3,3,5,26,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,3,5,"Female",19.06584,30,21,21,13,7,13,3,10,5,9,3,2
17144017,4,1,5,1,3,4,6,4,6,6,3,3,3,2,4,4,4,1,3,3,4,4,4,1,4,4,3,1,3,3,57,"Hovedstaden","Grund-/folkeskole","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,5,5,"Male",-11.93416,25,15,20,13,7,8,2,4,12,4,3,2
17158385,5,6,3,4,6,4,5,5,3,4,3,2,4,4,4,2,3,4,4,2,4,3,2,2,2,3,4,4,3,3,22,"Midtjylland","Almengymnasial uddannelse (studentereksamen/HF)","Bymæssig bebyggelse 50.000-100.000 indbyggere",7,8,10,"Male",23.06584,24,16,18,25,8,5,8,9,6,10,7,3
17160683,3,2,7,3,4,3,4,3,5,4,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,65,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Udenfor bymæssig bebyggelse – landområde",7,7,7,"Female",-19.93416,12,6,7,21,7,11,5,7,9,10,1,2
17204538,5,3,7,2,5,1,5,2,3,2,1,3,3,3,2,3,3,3,3,3,4,4,3,3,3,3,4,3,4,3,28,"Midtjylland","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Bymæssig bebyggelse 10.000-49.999 indbyggere",3,3,4,"Female",17.06584,21,17,20,10,11,12,6,10,9,3,8,3
17206162,5,5,6,5,4,3,6,1,4,3,5,1,4,3,4,4,2,4,1,4,4,2,5,4,3,2,5,4,2,4,48,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",1,8,8,"Female",-2.93416,30,21,12,17,9,12,8,8,8,5,7,2
17219334,6,5,5,5,4,3,6,1,4,2,4,3,4,3,4,4,4,3,3,2,5,5,4,4,1,3,4,3,5,4,47,"Hovedstaden","Erhvervsfaglig uddannelse","Hovedstadsområdet",1,7,4,"Male",-1.93416,25,21,23,12,10,11,8,9,8,7,NA,2
17255153,6,6,6,1,5,2,6,1,6,4,3,4,4,4,1,1,4,1,4,5,4,4,3,3,3,4,3,3,4,3,51,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",8,8,8,"Female",-5.9341602,25,15,24,24,11,12,2,8,7,9,NA,1
17288998,5,6,6,1,6,4,6,3,7,5,4,5,4,5,4,5,2,1,4,4,3,4,2,3,3,4,2,3,4,4,40,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",3,6,8,"Male",5.0658398,28,17,24,17,8,10,1,8,7,9,7,3
17358199,5,5,5,5,6,2,5,2,2,3,4,2,4,2,2,2,3,3,3,2,3,3,2,4,2,2,4,2,4,2,27,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",5,5,8,"Female",18.06584,19,17,16,18,10,10,10,10,7,6,6,3
17358750,4,4,3,3,5,4,4,3,4,3,3,2,3,3,4,4,4,4,2,3,5,4,3,2,4,4,4,4,5,4,37,"Nordjylland","Mellemlang videregående uddannelse 3-4 år","Udenfor bymæssig bebyggelse – landområde",7,4,8,"Male",8.0658398,27,18,22,19,7,7,6,9,7,7,8,2
17367866,4,3,5,3,6,6,6,5,6,5,3,4,3,2,4,3,4,4,3,2,3,4,4,3,3,3,5,4,5,4,67,"Midtjylland","Lang videregående uddannelse 5 år eller mere","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",0,5,4,"Female",-21.93416,27,17,22,9,5,7,4,8,10,7,7,2
17369523,4,1,6,1,4,5,4,2,5,2,4,4,3,3,3,3,5,3,3,3,4,4,3,3,3,3,3,3,5,3,61,"Hovedstaden","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",2,5,7,"Female",-15.93416,25,16,24,14,6,11,3,9,10,8,2,2
17417876,6,3,6,2,6,3,6,1,5,5,5,4,3,3,4,1,4,1,4,5,4,2,4,1,5,4,3,4,4,2,32,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",5,4,4,"Male",13.06584,33,12,21,13,10,12,4,8,10,6,7,3
17419243,4,5,6,2,3,5,4,1,2,6,2,4,4,2,2,2,3,3,3,3,4,2,2,2,4,2,4,4,2,3,24,"Syddanmark","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,5,6,"Female",21.06584,23,16,15,16,6,12,7,4,6,7,3,1
17456301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,"Midtjylland","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",NA,NA,NA,"Female",23.06584,8,5,6,NA,7,7,7,7,7,NA,NA,1
17481051,7,2,6,1,5,4,6,4,5,2,3,4,4,4,2,3,4,3,2,2,4,2,2,2,4,5,3,1,3,3,58,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 50.000-100.000 indbyggere",4,6,7,"Male",-12.93416,19,16,22,17,10,9,3,10,11,7,7,4
17484711,5,6,6,3,6,2,6,2,7,7,5,4,5,3,5,5,5,5,5,5,5,5,5,2,3,5,5,1,5,5,63,"Sjælland","Erhvervsgymnasial uddannelse (HH/HTX/HHX)","Bymæssig bebyggelse 50.000-100.000 indbyggere",10,10,10,"Male",-17.93416,34,22,27,30,10,11,3,6,7,9,4,4
17507985,3,2,7,4,7,7,7,1,6,3,5,4,5,4,4,5,5,5,4,3,5,4,4,3,5,3,5,4,5,5,55,"Midtjylland","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",5,5,8,"Male",-9.9341602,34,23,25,18,3,13,5,11,12,10,3,2
17517310,2,1,7,2,6,2,7,1,6,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,37,"Hovedstaden","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",NA,NA,NA,"Female",8.0658398,24,15,18,NA,7,13,3,12,13,7,NA,1
17548190,2,2,5,2,4,2,5,2,4,2,3,3,4,2,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,31,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,5,5,"Female",14.06584,25,17,18,15,7,10,5,9,10,5,4,2
17571623,5,6,5,3,5,3,3,2,6,1,4,3,4,3,4,4,4,3,2,2,4,4,2,4,4,4,4,3,4,3,31,"Midtjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",3,4,6,"Male",14.06584,24,20,22,13,9,10,4,11,4,8,7,3
17593474,4,7,5,1,4,3,5,4,6,5,3,3,5,5,2,4,5,3,4,3,5,5,3,4,4,2,2,2,5,3,68,"Nordjylland","Mellemlang videregående uddannelse 3-4 år","Udenfor bymæssig bebyggelse – landområde",1,0,3,"Male",-22.93416,24,20,25,4,8,8,2,6,5,8,5,4
17593789,2,5,5,2,6,6,3,2,4,6,4,4,5,4,3,4,2,3,2,4,4,2,4,2,4,4,3,1,4,5,36,"Sjælland","Almengymnasial uddannelse (studentereksamen/HF)","Bymæssig bebyggelse under 10.000 indbyggere",8,7,5,"Male",9.0658398,27,18,20,20,3,10,5,7,5,9,4,3
17605854,4,7,6,3,4,4,6,3,6,5,3,3,5,4,4,4,3,3,3,2,5,4,3,4,4,3,5,3,3,3,23,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",3,7,7,"Male",22.06584,25,23,20,17,7,10,4,6,6,7,8,5
17627430,5,5,6,6,5,3,6,1,6,4,4,4,4,3,3,2,4,3,3,4,3,2,3,2,3,4,3,3,3,4,68,"Nordjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",5,8,8,"Male",-22.93416,27,14,20,21,9,12,7,8,8,7,8,3
17662956,6,5,5,5,4,1,6,2,4,4,1,3,4,3,2,3,3,3,2,2,3,2,1,2,2,3,4,4,4,2,19,"Syddanmark","Grund-/folkeskole","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,8,8,"Female",26.06584,16,16,18,21,12,10,8,7,8,4,5,4
17669365,5,4,5,3,5,2,4,2,3,3,4,3,4,4,3,4,4,3,3,2,3,4,2,4,3,4,4,4,4,3,45,"Syddanmark","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",2,3,5,"Male",0.065839998,24,19,23,10,10,10,7,9,7,7,3,2
17748360,2,4,5,5,4,5,5,4,3,3,3,2,4,3,2,3,3,4,2,3,4,4,3,4,2,3,4,2,3,3,27,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",2,3,4,"Female",18.06584,20,19,18,9,4,8,9,8,8,6,4,2
17754270,4,6,7,1,4,5,5,4,6,6,5,5,4,3,4,2,4,2,5,5,5,3,4,4,4,4,5,3,4,4,32,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",6,6,7,"Male",13.06584,34,20,23,19,6,10,2,5,6,3,3,2
17762620,6,4,6,3,6,1,6,4,5,6,3,4,3,3,2,4,5,5,1,1,4,5,1,4,4,5,5,3,5,2,36,"Nordjylland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse under 10.000 indbyggere",NA,3,7,"Female",9.0658398,17,20,27,NA,12,9,5,7,9,3,5,2
17763295,5,6,4,5,6,1,7,1,3,1,4,3,5,5,3,5,5,4,4,3,5,5,4,4,3,4,4,3,5,2,46,"Sjælland","Erhvervsfaglig uddannelse","Bymæssig bebyggelse 10.000-49.999 indbyggere",1,8,8,"Female",-0.93415999,26,23,27,17,11,10,9,12,8,7,8,3
17778847,7,7,4,2,7,1,4,4,3,5,4,4,3,4,3,4,2,3,4,2,4,2,2,3,3,4,3,4,3,1,47,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",NA,9,9,"Female",-1.93416,23,17,19,NA,13,7,6,9,4,9,6,3
17794922,3,3,4,5,3,3,7,5,2,4,5,2,2,3,5,2,3,5,5,4,4,3,4,3,3,4,3,4,3,3,21,"Nordjylland","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",3,3,4,"Female",24.06584,33,14,18,10,7,6,10,6,11,4,0,4
17859492,6,3,4,2,5,4,5,3,5,2,3,4,4,4,2,2,3,4,4,2,4,4,5,2,2,3,3,5,4,2,22,"Midtjylland","Almengymnasial uddannelse (studentereksamen/HF)","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",6,7,7,"Male",23.06584,25,15,22,20,9,8,4,10,9,7,4,3
17893900,4,4,7,1,4,1,7,1,7,1,5,5,5,5,5,1,5,5,5,1,5,1,1,5,5,5,5,5,5,5,64,"Syddanmark","Grund-/folkeskole","Bymæssig bebyggelse 50.000-100.000 indbyggere",0,0,5,"Male",-18.93416,32,21,26,5,10,13,1,10,10,10,10,1
17937016,5,3,5,3,5,2,5,1,5,3,1,4,3,3,4,2,4,1,4,2,3,3,3,4,4,2,4,2,4,4,23,"Hovedstaden","Kort videregående uddannelse under 3 år","Hovedstadsområdet",5,5,5,"Female",22.06584,24,16,20,15,10,11,5,9,9,4,NA,2
17938878,4,1,7,3,3,5,4,1,5,5,5,1,2,1,5,1,1,1,5,5,3,1,5,1,4,2,2,5,1,4,25,"Midtjylland","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",1,4,2,"Female",20.06584,38,9,7,7,6,13,5,5,10,2,8,3
17940435,7,4,2,3,6,1,5,7,2,1,1,1,3,2,2,1,2,5,1,1,4,3,1,1,1,2,4,1,3,3,61,"Hovedstaden","Lang videregående uddannelse 5 år eller mere","Hovedstadsområdet",4,7,4,"Female",-15.93416,11,13,13,15,13,2,8,12,8,8,3,2
17953751,6,5,6,3,6,3,5,4,5,4,2,4,3,4,2,2,3,2,3,4,2,4,2,3,4,4,2,3,4,2,23,"Midtjylland","Erhvervsfaglig uddannelse","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",6,6,6,"Male",22.06584,22,12,23,18,10,9,5,9,7,7,3,3
17992610,5,5,6,2,6,4,6,3,7,5,4,5,5,4,4,3,5,3,4,3,4,4,4,3,4,4,3,4,4,4,47,"Syddanmark","Kort videregående uddannelse under 3 år","Bymæssig bebyggelse 50.000-100.000 indbyggere",5,7,8,"Male",-1.93416,31,18,26,20,8,10,2,8,8,6,4,3
17993339,7,7,5,2,5,1,4,1,4,1,2,2,5,2,1,4,1,2,2,1,4,3,2,4,1,3,4,3,3,1,63,"Nordjylland","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",0,2,5,"Male",-17.93416,13,21,14,7,13,11,5,11,4,8,0,5
18036078,3,3,5,2,3,2,4,2,3,2,4,4,4,3,2,2,4,2,2,4,5,3,2,2,4,2,5,4,3,4,18,"Hovedstaden","Grund-/folkeskole","Bymæssig bebyggelse under 10.000 indbyggere",4,5,4,"Male",27.06584,26,18,19,13,8,10,6,8,8,7,2,3
18053245,4,4,6,2,5,6,6,2,6,4,3,4,4,3,3,3,3,4,3,4,4,2,3,2,4,3,3,3,2,3,57,"Midtjylland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",3,4,4,"Male",-11.93416,26,16,17,11,5,11,3,8,9,7,8,3
18104955,3,4,3,1,5,4,3,5,5,5,4,2,4,2,3,4,5,4,2,2,4,5,2,4,2,3,4,2,5,2,67,"Midtjylland","Erhvervsfaglig uddannelse","Udenfor bymæssig bebyggelse – landområde",5,7,9,"Female",-21.93416,19,20,22,21,6,5,3,7,6,6,8,3
18130304,3,5,4,2,4,5,6,2,4,5,3,4,3,3,4,2,3,4,4,2,5,3,4,2,3,4,3,3,4,2,23,"Midtjylland","Grund-/folkeskole","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",7,7,7,"Female",22.06584,25,15,21,21,5,9,5,6,8,7,3,3
18131157,3,4,5,3,3,5,5,3,5,2,3,4,2,3,2,3,4,2,3,2,3,2,2,2,3,3,4,2,3,3,40,"Hovedstaden","Mellemlang videregående uddannelse 3-4 år","Hovedstadsområdet",3,3,3,"Male",5.0658398,20,14,19,9,5,9,5,8,8,7,4,3
18140404,3,2,6,4,3,6,4,2,5,3,3,4,3,4,4,2,2,3,3,4,4,2,3,2,4,4,4,4,2,4,23,"Syddanmark","Mellemlang videregående uddannelse 3-4 år","Storby (over 100.000 indbyggere) – men ikke hovedstadsområdet",5,8,6,"Female",22.06584,29,15,18,19,4,11,6,7,9,6,4,2
