"identity","extraverted","critical","dependable","anxious","open","reserved","sympathetic","disorganized","calm","conventional","af1","af2","af3","af4","af5","af6","af7","af8","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","age","inputstate","region","education","urban","ideology","trust_fed","trust_nat","trust_loc","soc_trust","sex","concealing","tolerating","adjusting","trust_index","salience","age_mean","extraversion","agreeableness","conscientiousness","neuroticism","openness"
12910693,5,6,5,6,6,2,6,2,2,6,4,3,4,3,4,4,4,3,3,4,4,4,2,3,4,3,4,4,3,3,48,"Kentucky","Midwest","4-year","Suburb",1,5,6,8,2,"Female",28,19,23,19,2,-1.41205,10,7,10,11,7
12918143,3,2,6,3,5,5,4,1,5,5,4,3,3,2,3,3,2,2,2,3,4,2,3,3,2,3,3,3,2,3,69,"Michigan","South","4-year","Rural area",10,1,8,8,3,"Female",23,16,16,17,3,-22.41205,5,9,12,5,7
12942799,4,2,6,3,6,3,6,6,3,4,4,3,4,5,2,4,4,4,4,3,4,5,2,4,4,5,4,2,5,4,58,"Oregon","West","Some college","Rural area",7,0,0,8,6,"Male",25,20,31,8,2,-11.41205,8,11,7,7,9
12977790,4,2,4,2,5,6,6,3,7,3,3,4,2,4,2,2,3,2,2,2,4,3,2,2,4,4,2,2,3,3,55,"Virginia","Midwest","Post-grad","Suburb",9,0,2,3,4,"Male",20,12,23,5,2,-8.4120502,5,11,8,2,9
12986885,3,5,4,2,4,4,5,4,4,4,1,4,5,2,1,5,3,3,1,1,5,1,4,3,1,1,5,5,1,3,51,"Texas","Midwest","Some college","Suburb",8,2,7,6,3,"Female",17,23,15,15,4,-4.4120498,6,7,7,5,7
13068061,6,4,3,2,6,1,6,4,4,1,3,2,5,3,3,4,4,3,2,4,4,4,3,4,3,4,5,2,4,2,64,"Texas","Midwest","Some college","City",0,7,0,3,8,"Male",22,22,24,10,4,-17.41205,12,9,6,5,12
13080891,6,2,5,1,6,3,6,5,6,2,3,4,4,4,4,4,4,3,3,3,4,3,4,4,3,4,4,1,4,2,65,"New York","Northeast","4-year","Rural area",5,6,7,9,7,"Female",23,20,26,22,1,-18.41205,10,11,7,2,11
13103915,1,1,5,1,6,7,7,1,7,1,2,4,5,4,1,4,3,3,4,2,5,3,2,5,4,3,5,1,2,4,57,"California","West","Post-grad","City",0,5,7,8,9,"Male",20,24,22,20,4,-10.41205,1,13,11,1,12
13212849,6,4,6,4,5,1,5,1,5,2,2,4,3,4,2,2,3,3,2,3,3,4,2,2,3,4,3,1,3,3,55,"Florida","Midwest","Post-grad","City",4,1,2,4,6,"Female",18,13,25,7,4,-8.4120502,12,8,12,6,10
13296505,3,2,6,2,4,4,4,2,4,4,5,3,4,2,3,4,5,2,4,3,3,4,4,3,3,3,2,4,2,3,62,"Michigan","South","2-year","Suburb",5,0,3,7,7,"Female",29,16,21,10,3,-15.41205,6,9,11,5,7
13301208,4,2,7,3,6,6,7,1,6,3,4,4,4,2,4,3,4,1,5,4,4,3,4,4,5,3,2,5,3,5,24,"Maryland","Midwest","High school graduate","Suburb",4,4,5,5,8,"Female",36,17,20,14,4,22.58795,5,12,13,4,10
13303272,4,5,6,3,6,3,5,2,5,4,2,2,4,2,2,2,3,2,2,2,4,3,2,3,2,4,3,2,4,2,72,"Idaho","West","Post-grad","Rural area",7,0,3,3,5,"Female",16,16,20,6,3,-25.41205,8,7,11,5,9
13387171,4,2,5,4,5,4,6,6,4,2,4,2,3,3,4,3,3,4,4,4,4,3,2,3,4,3,4,2,3,3,52,"New Hampshire","Northeast","Some college","Town",5,1,5,5,8,"Male",27,17,21,11,2,-5.4120498,7,11,6,7,10
13401657,4,2,3,2,3,2,3,2,3,2,3,5,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,4,5,3,53,"Illinois","South","High school graduate","Suburb",NA,10,10,10,NA,"Male",27,14,25,30,0,-6.4120498,9,8,8,6,8
13407426,4,1,7,1,6,4,7,1,7,4,4,5,5,5,3,3,5,4,4,3,4,5,3,5,5,5,4,3,5,5,54,"Washington","West","Some college","Suburb",5,5,6,7,8,"Female",30,21,34,18,2,-7.4120498,7,13,13,1,9
13427024,1,2,7,3,3,5,5,1,5,5,5,4,4,2,4,1,1,3,4,4,4,1,3,2,4,1,2,4,4,5,70,"Louisiana","Midwest","Post-grad","Suburb",10,0,1,1,3,"Female",33,13,16,2,4,-23.41205,3,10,13,5,5
13450945,5,4,5,1,7,3,6,5,4,1,4,4,4,4,4,2,4,4,4,3,5,4,5,4,5,3,4,4,4,2,33,"California","West","Some college","Suburb",0,0,4,5,8,"Female",31,19,27,9,2,13.58795,9,9,7,4,13
13461583,4,4,7,4,3,5,5,1,5,5,2,3,4,3,3,3,4,3,2,2,4,2,2,3,2,2,3,1,3,2,52,"Arizona","West","Some college","Suburb",NA,1,3,5,2,"Female",16,17,20,9,2,-5.4120498,6,8,13,6,5
13469412,4,2,4,3,5,3,5,5,4,1,2,3,3,3,3,4,3,3,3,3,4,3,2,3,3,3,4,3,3,4,35,"Tennessee","Midwest","4-year","City",0,0,2,3,7,"Female",23,18,21,5,4,11.58795,8,10,6,6,11
13517946,4,2,6,2,6,4,4,4,6,2,4,4,3,3,3,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,56,"Florida","Midwest","2-year","Town",3,2,2,3,5,"Male",27,16,26,7,3,-9.4120502,7,9,9,3,11
13518181,6,3,6,3,6,2,6,2,6,2,2,3,3,2,3,2,3,3,3,2,4,3,2,3,3,3,3,3,3,3,46,"Florida","Midwest","4-year","Town",3,2,2,2,7,"Female",21,15,20,6,4,0.58794999,11,10,11,4,11
13533525,1,1,4,3,4,1,3,6,5,4,3,2,3,2,3,4,2,2,2,1,5,2,1,4,3,1,5,2,2,3,67,"Florida","Midwest","High school graduate","Suburb",NA,7,7,7,8,"Male",18,21,13,21,3,-20.41205,7,9,5,5,7
13536294,1,4,7,1,6,6,4,3,7,1,3,4,4,1,3,5,3,4,1,3,5,1,4,1,3,1,4,1,3,3,68,"Florida","Midwest","4-year","Rural area",10,0,0,0,2,"Female",21,19,17,0,3,-21.41205,2,7,11,1,12
13548142,4,4,6,2,7,5,6,1,7,1,2,4,4,4,4,4,4,4,4,2,4,3,2,4,4,3,4,4,4,5,49,"Texas","Midwest","High school graduate","Suburb",7,5,5,6,5,"Female",27,20,26,16,2,-2.41205,6,9,12,2,13
13574172,4,1,7,7,5,7,7,1,4,1,2,1,2,1,3,1,1,1,2,1,2,1,2,3,1,1,3,1,1,1,59,"California","West","High school graduate","City",NA,0,0,0,0,"Male",13,11,7,0,1,-12.41205,4,13,13,10,11
13591764,5,5,7,3,3,4,6,1,5,4,4,4,4,3,3,3,4,2,3,3,4,3,3,4,3,3,4,4,3,3,55,"Florida","Midwest","Some college","Suburb",8,1,2,1,5,"Female",26,19,22,4,4,-8.4120502,8,8,13,5,6
13608864,3,2,5,3,4,6,6,4,5,4,3,3,3,2,3,3,3,2,3,3,3,2,3,2,3,2,3,2,2,3,56,"California","West","4-year","Suburb",8,1,3,6,5,"Female",23,14,16,10,2,-9.4120502,4,11,8,5,7
13612352,6,1,6,1,6,6,6,1,6,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,48,"Kentucky","Midwest","2-year","Rural area",0,0,0,0,NA,"Male",23,15,21,0,0,-1.41205,7,12,12,2,12
13660796,6,3,5,2,3,2,5,2,5,4,3,4,5,4,3,5,4,5,4,3,5,4,3,5,3,4,5,4,4,4,40,"Louisiana","Midwest","Some college","Suburb",4,1,1,1,5,"Female",27,25,29,3,4,6.5879502,11,9,10,4,6
13735047,2,5,7,4,5,5,5,2,6,4,3,4,5,3,4,4,3,3,4,3,5,3,3,4,3,4,5,2,3,4,43,"Michigan","South","Some college","Suburb",10,0,0,0,6,"Female",26,23,23,0,4,3.58795,4,7,12,5,8
13759980,5,1,5,1,6,4,7,3,6,2,2,4,5,3,2,5,3,2,1,2,4,4,2,4,2,3,4,1,3,2,66,"Iowa","South","4-year","City",0,1,4,8,9,"Male",14,22,22,13,4,-19.41205,8,13,9,2,11
13792612,2,3,4,3,6,6,5,6,4,1,2,4,4,4,1,5,3,4,3,2,4,2,4,3,3,2,4,3,3,3,62,"Wyoming","West","4-year","Town",4,3,5,8,8,"Female",21,20,22,16,3,-15.41205,3,9,5,6,12
13798970,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,44,"Tennessee","Midwest","2-year","Suburb",NA,5,5,5,NA,"Female",24,15,21,15,NA,2.58795,7,7,7,7,7
13828801,2,4,4,5,2,7,5,3,3,4,1,1,3,1,1,3,2,2,1,1,3,2,1,2,2,3,3,1,2,1,51,"Oregon","West","Some college","Rural area",7,0,0,4,3,"Male",9,14,13,4,2,-4.4120498,2,8,8,9,5
13828912,3,4,6,5,5,4,2,1,4,6,4,3,4,5,3,4,3,4,3,4,4,3,4,3,4,1,4,4,4,4,32,"Missouri","South","4-year","Rural area",7,0,0,5,1,"Male",30,19,23,5,2,14.58795,6,5,12,8,6
13833645,4,3,5,3,3,4,5,2,4,4,2,2,3,2,3,3,3,2,2,3,3,2,2,3,2,2,3,2,3,2,61,"Minnesota","South","High school graduate","Rural area",4,2,7,7,7,"Female",18,15,16,16,3,-14.41205,7,9,10,6,6
13848581,5,2,5,2,6,5,5,4,5,3,3,2,3,3,4,2,2,2,4,2,2,3,4,2,3,3,2,2,3,2,68,"Florida","Midwest","Post-grad","Suburb",10,1,7,6,6,"Female",24,11,18,14,4,-21.41205,7,10,8,4,10
13916282,4,2,5,2,5,5,5,3,5,3,3,3,3,4,3,2,4,3,3,3,2,3,3,3,3,4,3,2,4,3,41,"Virginia","Midwest","Some college","Rural area",5,0,0,3,6,"Female",23,13,25,3,1,5.5879502,6,10,9,4,9
13917012,5,6,5,6,5,6,5,6,5,6,4,4,5,4,5,5,5,5,4,5,5,5,4,4,5,4,4,4,4,4,48,"North Carolina","Midwest","4-year","Rural area",NA,10,9,9,9,"Female",35,23,31,28,2,-1.41205,6,6,6,8,6
13957998,4,4,6,3,5,4,7,1,6,4,4,4,4,4,4,4,3,4,3,2,5,4,2,4,3,3,4,3,4,3,69,"Colorado","West","High school graduate","Rural area",10,0,0,3,1,"Male",24,21,26,3,2,-22.41205,7,10,12,4,8
13980424,7,5,6,3,7,2,7,2,7,1,1,4,5,5,2,5,5,2,1,1,4,4,1,5,4,4,5,3,5,2,47,"Oregon","West","2-year","City",0,0,6,5,9,"Male",15,24,29,11,4,-0.41205001,12,9,11,3,13
13981094,6,4,6,3,5,1,7,2,4,2,1,3,3,3,4,2,1,2,1,1,5,1,5,1,1,2,3,1,2,1,52,"North Dakota","South","4-year","Rural area",0,1,2,5,3,"Male",15,14,14,8,4,-5.4120498,12,10,11,6,10
14136051,5,3,6,2,5,3,5,2,5,2,2,4,3,3,4,3,4,3,3,2,3,2,2,3,2,3,4,3,4,2,68,"California","West","Some college","Rural area",5,2,3,6,6,"Female",20,16,23,11,3,-21.41205,9,9,11,4,10
14182060,7,2,6,2,4,2,4,5,6,2,4,4,3,3,4,3,2,3,3,3,4,4,3,4,4,2,4,3,4,4,47,"Idaho","West","4-year","Suburb",8,2,5,6,7,"Male",28,18,22,13,2,-0.41205001,12,9,8,3,9
14183268,3,3,6,4,6,5,5,2,6,3,1,4,3,4,1,3,4,5,3,1,3,3,3,5,2,3,4,1,5,2,73,"Washington","West","Post-grad","Rural area",8,3,4,8,7,"Female",14,18,28,15,3,-26.41205,5,9,11,5,10
14297069,3,2,7,4,7,7,6,3,6,1,3,4,5,5,3,4,5,3,4,4,5,3,2,4,5,5,4,4,5,5,54,"Nevada","West","Post-grad","Town",4,0,0,1,8,"Male",30,22,30,1,3,-7.4120498,3,11,11,5,13
14303037,3,2,6,4,5,5,6,2,4,3,5,2,4,4,3,3,3,4,4,5,3,3,4,4,4,3,3,3,3,4,66,"North Carolina","Midwest","4-year","Suburb",9,5,7,3,8,"Male",32,17,22,15,3,-19.41205,5,11,11,7,9
14353694,7,3,6,2,5,5,5,1,7,1,5,5,5,5,5,3,4,5,5,5,3,4,5,5,5,4,2,4,4,5,49,"New Jersey","Northeast","2-year","Suburb",10,0,0,1,8,"Female",39,18,31,1,2,-2.41205,9,9,12,2,11
14405758,6,2,7,1,5,2,7,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,60,"California","West","Post-grad","Suburb",2,3,8,6,5,"Male",32,20,28,17,3,-13.41205,11,12,13,2,8
14436919,5,4,3,1,6,4,5,4,6,4,1,4,5,5,2,1,4,2,1,1,5,5,2,4,5,5,5,1,4,5,53,"Tennessee","Midwest","Some college","Town",3,8,8,8,5,"Female",18,20,29,24,4,-6.4120498,8,8,6,2,9
14439277,4,2,7,3,7,4,5,1,5,4,4,3,3,5,3,3,4,3,3,4,3,4,3,3,3,4,3,1,5,2,74,"Florida","Midwest","4-year","Suburb",5,8,9,7,6,"Male",23,15,28,24,3,-27.41205,7,10,13,5,10
14492421,4,2,6,4,5,5,6,2,6,2,1,4,3,4,3,2,4,3,4,4,2,3,1,4,3,5,3,3,4,2,62,"New York","Northeast","Post-grad","Suburb",6,7,7,9,7,"Female",21,14,27,23,3,-15.41205,6,11,11,5,10
14496450,1,1,5,4,5,5,5,2,4,2,4,3,4,3,4,3,3,2,3,3,4,2,3,4,3,3,3,3,2,3,52,"Ohio","South","Some college","Suburb",5,3,5,5,4,"Male",26,18,18,13,3,-5.4120498,3,11,10,7,10
14498061,7,6,7,6,7,6,7,6,7,6,5,4,5,5,4,5,4,4,5,4,4,4,4,5,4,5,5,4,5,5,36,"California","West","High school graduate","Suburb",10,9,10,10,10,"Female",35,24,31,29,4,10.58795,8,8,8,6,8
14505382,7,5,7,2,7,2,5,1,6,1,4,3,1,4,1,2,2,3,1,1,4,4,1,3,2,5,5,1,4,2,51,"California","West","4-year","Suburb",0,3,3,3,5,"Male",13,15,25,9,3,-4.4120498,12,7,13,3,13
14521686,4,3,6,3,4,4,6,2,3,4,1,3,2,2,2,5,3,2,2,2,5,2,1,1,2,3,4,2,2,2,58,"Texas","Midwest","Some college","City",NA,1,3,2,0,"Male",14,17,17,6,1,-11.41205,7,10,11,7,7
14529062,5,2,5,3,4,2,7,4,4,2,5,3,4,3,3,5,4,2,3,2,5,3,4,4,3,4,4,2,2,4,51,"Kentucky","Midwest","4-year","Suburb",7,7,8,8,6,"Male",26,22,21,23,1,-4.4120498,10,12,8,6,9
14529724,5,2,6,3,3,2,6,1,5,1,2,3,2,3,2,2,2,3,1,3,3,3,2,1,2,3,2,1,3,2,41,"Nebraska","South","4-year","City",0,3,2,3,5,"Male",15,10,20,8,3,5.5879502,10,11,12,5,9
14538965,4,3,5,6,4,2,5,4,4,3,4,3,3,2,4,3,3,3,3,3,5,2,1,2,4,3,4,1,3,4,64,"Minnesota","South","Some college","Town",NA,2,6,8,4,"Male",24,17,19,16,2,-17.41205,9,9,8,9,8
14628367,4,4,6,2,5,4,5,3,6,2,4,4,5,4,2,2,4,4,2,3,2,5,4,5,4,5,2,1,5,3,53,"West Virginia","Midwest","Post-grad","City",4,3,5,6,8,"Male",23,16,31,14,2,-6.4120498,7,8,10,3,10
14894242,5,4,5,3,5,4,5,1,6,2,2,4,4,2,2,3,2,2,5,2,4,3,2,3,3,3,4,3,3,4,47,"South Carolina","Midwest","2-year","Town",8,2,8,8,3,"Female",23,18,19,18,4,-0.41205001,8,8,11,4,10
14909968,4,3,2,1,6,7,7,3,6,1,3,3,4,4,1,1,4,5,4,3,2,5,1,5,5,5,3,5,5,5,46,"California","West","High school graduate","Rural area",8,0,0,0,3,"Male",27,15,31,0,2,0.58794999,4,11,6,2,12
14988257,1,4,6,4,4,6,4,2,4,4,2,3,4,3,2,4,3,3,2,1,5,3,1,4,1,3,4,2,3,3,37,"Maryland","Midwest","Post-grad","Suburb",0,NA,NA,NA,NA,"Male",14,21,21,NA,1,9.5879498,2,7,11,7,7
14990847,5,2,6,2,4,6,6,3,5,2,2,4,4,3,2,4,4,3,2,2,4,4,2,4,3,4,4,2,4,4,54,"Pennsylvania","Northeast","Some college","Town",10,2,5,9,3,"Female",19,20,26,16,2,-7.4120498,6,11,10,4,9
15102975,5,5,4,1,5,5,5,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,"New Jersey","Northeast","4-year","City",3,9,7,6,0,"Female",24,15,21,22,4,20.58795,7,7,10,3,7
15120814,4,3,7,1,6,4,5,1,6,5,5,4,4,3,5,1,3,4,5,5,5,4,3,4,4,4,2,5,4,5,59,"Texas","Midwest","Some college","City",5,0,5,8,2,"Male",37,16,26,13,4,-12.41205,7,9,13,2,8
15241061,4,1,6,4,5,5,6,4,5,2,3,4,3,4,4,3,4,5,2,2,4,4,4,4,4,4,4,2,4,3,51,"Colorado","West","4-year","Rural area",3,6,6,2,4,"Male",24,18,29,14,1,-4.4120498,6,12,9,6,10
15407492,2,4,5,5,7,5,7,3,2,1,2,2,1,2,2,1,1,1,1,1,3,1,1,1,1,1,3,3,2,2,26,"Minnesota","South","4-year","City",1,2,6,7,7,"Male",13,9,10,15,4,20.58795,4,10,9,10,13
15409473,2,5,6,4,3,7,4,1,5,6,4,4,4,2,4,3,3,3,4,3,4,2,3,3,4,4,4,3,4,3,40,"Missouri","South","High school graduate","Town",NA,0,2,8,7,"Male",28,18,22,10,2,6.5879502,2,6,12,6,4
15416685,3,2,7,2,6,7,6,3,7,2,5,5,5,3,4,4,4,4,5,5,5,4,5,5,5,4,3,2,4,5,44,"Georgia","Midwest","Some college","Suburb",3,0,1,0,0,"Male",36,22,28,1,3,2.58795,3,11,11,2,11
15533331,2,5,4,5,4,6,3,5,4,4,3,3,3,2,3,2,2,2,4,3,5,3,3,3,4,3,3,4,2,3,43,"Michigan","South","Some college","Rural area",7,5,5,5,5,"Male",27,16,17,15,2,3.58795,3,5,6,8,7
15600465,2,3,5,2,4,5,5,5,6,4,4,4,1,5,4,2,4,4,4,3,3,4,4,3,3,2,2,1,4,4,58,"Minnesota","South","Some college","Town",7,0,3,8,4,"Female",27,11,27,11,3,-11.41205,4,9,7,3,7
15687705,3,5,6,3,5,6,6,1,6,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,58,"New Jersey","Northeast","4-year","Suburb",5,0,0,0,5,"Female",24,15,22,0,1,-11.41205,4,8,12,4,11
15727202,4,5,5,5,3,4,5,1,1,4,2,1,3,1,1,3,1,1,1,1,5,1,1,3,2,2,5,1,3,2,41,"Missouri","South","High school graduate","City",NA,3,9,7,5,"Male",11,19,10,19,2,5.5879502,7,7,11,11,6
15736196,2,5,2,3,2,1,3,5,2,5,1,2,3,2,4,2,4,3,4,2,4,4,2,4,4,3,4,3,4,4,62,"Louisiana","Midwest","4-year","Suburb",8,4,8,8,6,"Male",24,17,22,20,4,-15.41205,8,5,4,8,4
15736310,2,3,5,7,4,5,6,4,2,4,2,3,3,3,2,2,4,2,1,1,5,2,1,4,2,2,4,2,4,1,54,"Minnesota","South","Some college","Town",8,3,4,5,8,"Male",12,18,20,12,3,-7.4120498,4,10,8,12,7
15738580,5,3,7,1,5,3,3,1,6,2,3,4,3,4,2,4,4,4,3,3,5,3,4,4,4,4,2,2,3,3,57,"Ohio","South","4-year","Suburb",8,1,5,6,7,"Female",24,18,26,12,2,-10.41205,9,7,13,2,10
15862779,5,2,6,1,6,2,3,1,6,2,3,5,4,1,2,2,5,4,2,4,3,5,2,4,4,5,4,1,5,4,71,"Oregon","West","Some college","Rural area",8,0,0,7,4,"Female",22,17,30,7,4,-24.41205,10,8,12,2,11
15873439,2,3,5,4,5,6,6,2,6,5,4,3,4,4,5,1,4,3,5,4,4,3,5,4,5,4,2,4,4,4,26,"Utah","West","Post-grad","Town",0,8,0,8,8,"Female",36,15,25,16,4,20.58795,3,10,10,5,7
15875736,4,3,7,5,6,7,1,1,7,4,2,5,5,2,2,2,5,5,3,2,5,5,2,5,5,5,5,3,5,5,64,"Georgia","Midwest","Post-grad","Suburb",10,0,5,8,6,"Female",24,22,32,13,4,-17.41205,4,5,13,5,9
15930633,5,4,5,4,4,3,5,3,4,4,2,2,4,1,1,2,2,2,1,2,4,3,2,3,2,4,4,1,3,2,71,"Arkansas","Midwest","Some college","Town",10,0,5,5,5,"Male",13,17,17,10,4,-24.41205,9,8,9,7,7
15955571,5,3,7,1,4,4,3,1,6,2,1,4,3,2,2,2,2,1,3,1,2,2,2,2,4,3,1,2,2,3,56,"Texas","Midwest","Some college","Rural area",10,1,8,6,4,"Female",18,10,16,15,3,-9.4120502,8,7,13,2,9
15956217,4,6,6,4,6,4,4,4,5,5,2,3,4,3,1,1,3,1,3,2,5,4,2,1,4,2,5,1,2,4,54,"Oregon","West","4-year","Rural area",0,1,7,9,10,"Female",19,16,18,17,4,-7.4120498,7,5,9,6,8
15974541,4,5,5,3,5,5,4,3,4,2,4,3,4,3,3,2,5,4,5,4,5,4,3,4,5,5,4,5,4,4,44,"Maryland","Midwest","High school graduate","Suburb",6,2,2,4,6,"Female",33,19,28,8,4,2.58795,6,6,9,6,10
15987932,6,2,7,2,5,4,6,2,6,2,3,4,3,4,3,2,4,2,4,3,4,4,4,4,3,4,4,2,4,4,74,"New York","Northeast","Some college","Rural area",1,4,5,6,9,"Female",26,17,26,15,3,-27.41205,9,11,12,3,10
15988632,6,5,7,2,6,1,6,1,6,1,3,4,3,4,4,2,4,4,2,3,3,3,4,4,3,3,4,1,4,3,60,"Wisconsin","South","Post-grad","Rural area",5,1,1,4,5,"Female",23,16,26,6,4,-13.41205,12,8,13,3,12
16028001,3,5,4,5,5,4,6,2,4,3,4,3,3,2,3,2,3,2,3,4,2,3,3,2,2,3,4,3,3,2,53,"Delaware","Midwest","High school graduate","Rural area",NA,0,0,0,6,"Male",24,13,19,0,2,-6.4120498,6,8,9,8,9
16031660,6,5,6,7,7,7,6,5,6,6,5,4,5,5,4,4,4,3,3,5,4,4,5,3,4,5,4,5,5,5,33,"Wisconsin","South","4-year","Suburb",0,8,9,10,8,"Male",36,20,30,27,3,13.58795,6,8,8,8,8
16102851,5,5,6,4,4,5,5,2,5,4,2,4,4,3,3,3,3,3,3,2,4,3,2,3,4,3,5,3,4,3,34,"North Carolina","Midwest","2-year","Rural area",5,1,2,3,5,"Female",22,19,23,6,3,12.58795,7,7,11,6,7
16144001,2,3,6,4,3,6,4,1,3,1,1,3,2,2,4,2,3,2,4,4,4,2,4,2,1,1,1,2,2,2,54,"Illinois","South","2-year","Suburb",9,0,1,5,5,"Female",22,11,15,6,4,-7.4120498,3,8,12,8,9
16198508,4,3,7,2,3,3,3,1,5,4,3,3,4,2,2,4,4,4,3,2,3,4,4,4,4,4,3,2,4,2,50,"Tennessee","Midwest","Post-grad","Rural area",9,0,1,4,8,"Female",22,18,25,5,2,-3.41205,8,7,13,4,6
16274825,6,2,7,2,4,1,5,1,7,1,2,3,5,5,1,3,2,4,3,2,5,5,2,3,5,5,2,3,5,3,66,"Iowa","South","4-year","Rural area",2,4,5,8,8,"Male",21,18,29,17,3,-19.41205,12,10,13,2,10
16366907,7,4,7,2,7,4,7,2,7,4,4,4,5,3,4,2,4,4,4,2,4,4,3,4,3,4,3,2,4,4,63,"Virginia","Midwest","High school graduate","Rural area",5,1,5,7,5,"Male",26,18,27,13,3,-16.41205,10,10,12,2,10
16533215,7,4,6,5,7,5,7,1,6,1,2,4,5,4,1,5,4,5,1,4,4,5,5,4,4,5,5,1,5,4,51,"Georgia","Midwest","Some college","City",8,5,2,2,10,"Female",22,23,32,9,4,-4.4120498,9,10,12,6,13
16604884,1,5,5,7,2,4,7,3,2,6,4,2,1,2,3,2,1,1,2,3,3,1,4,2,4,2,3,2,1,2,52,"Massachusetts","Northeast","No HS","Rural area",NA,0,0,0,0,"Male",24,11,10,0,2,-5.4120498,4,9,9,12,3
16618455,3,3,5,4,5,7,4,4,6,2,2,4,3,3,2,2,4,4,2,3,4,3,3,3,4,3,3,2,4,3,32,"Pennsylvania","Northeast","4-year","Suburb",7,1,2,3,7,"Male",21,15,25,6,2,14.58795,3,8,8,5,10
16742287,6,5,6,5,4,2,3,4,5,6,2,3,5,1,5,2,2,1,5,5,5,2,5,2,5,2,5,5,2,2,32,"Michigan","South","4-year","City",6,1,3,5,3,"Female",34,19,13,9,4,14.58795,11,5,9,7,5
16837181,4,4,7,2,4,3,3,1,5,1,3,3,4,1,5,5,3,2,2,5,5,4,2,4,1,4,3,2,3,2,74,"Minnesota","South","4-year","City",9,0,1,4,3,"Female",22,21,20,5,4,-27.41205,8,6,13,4,10
16884312,6,2,5,2,6,1,5,5,4,3,3,5,4,3,3,3,4,3,4,2,3,3,2,4,3,3,3,4,4,4,31,"New York","Northeast","4-year","Suburb",7,1,0,8,5,"Female",25,17,25,9,4,15.58795,12,10,7,5,10
16921798,7,2,6,2,4,1,5,1,6,4,3,3,2,2,1,1,3,2,1,2,3,3,2,4,3,2,2,3,4,1,67,"California","West","Some college","Suburb",8,6,1,7,6,"Female",16,12,19,14,3,-20.41205,13,10,12,3,7
16935295,3,4,5,2,5,5,6,3,3,2,4,4,3,4,4,4,2,4,4,3,4,2,4,2,4,3,3,5,4,5,48,"Oregon","West","Some college","Suburb",4,0,1,4,1,"Female",33,16,23,5,3,-1.41205,5,9,9,6,10
16968420,3,5,6,2,6,5,5,4,5,2,4,2,3,3,4,2,4,2,2,1,5,5,1,2,3,3,3,2,3,4,44,"New Mexico","West","Some college","City",5,2,7,7,7,"Female",21,15,22,16,2,2.58795,5,7,9,4,11
16975478,3,5,5,6,6,5,5,5,3,2,3,3,5,2,2,4,4,3,3,2,3,3,4,4,4,4,5,2,4,3,59,"Missouri","South","Post-grad","Suburb",2,4,1,3,4,"Female",23,21,23,8,4,-12.41205,5,7,7,10,11
17035016,1,1,4,3,2,7,6,2,6,4,5,5,5,5,3,5,5,3,5,5,5,4,4,3,5,3,5,2,4,5,72,"Wisconsin","South","High school graduate","Rural area",NA,0,6,7,4,"Male",34,23,29,13,NA,-25.41205,1,12,9,4,5
17119498,1,3,6,3,5,7,5,2,7,2,4,4,4,4,4,2,5,4,5,1,4,4,4,4,5,4,4,4,3,5,25,"Colorado","West","2-year","Suburb",7,1,4,4,3,"Male",32,18,28,9,2,21.58795,1,9,11,3,10
17214316,6,1,7,1,6,3,6,1,7,4,4,5,3,5,2,3,5,4,4,4,3,5,3,4,4,4,3,2,5,5,45,"California","West","4-year","Suburb",9,0,0,8,5,"Male",28,16,33,8,4,1.58795,10,12,13,1,9
17215927,3,4,4,2,6,3,2,4,6,1,4,3,3,4,4,2,2,2,4,3,4,2,4,4,4,3,3,4,3,2,52,"Georgia","Midwest","2-year","Rural area",10,0,1,2,0,"Female",29,16,19,3,4,-5.4120498,7,5,7,3,12
17234756,1,6,5,2,4,5,2,2,6,7,4,4,1,2,5,1,2,1,5,1,3,1,1,5,4,1,3,3,1,3,35,"Massachusetts","Northeast","High school graduate","Suburb",NA,0,4,7,2,"Male",26,13,12,11,0,11.58795,3,3,10,3,4
17239599,6,3,6,3,7,2,6,2,5,2,2,3,5,5,2,5,4,3,1,4,5,3,4,4,2,4,5,2,4,4,66,"California","West","4-year","Rural area",3,0,3,5,7,"Male",21,24,26,8,3,-19.41205,11,10,11,5,12
17289753,1,2,6,2,5,7,7,3,5,7,5,4,3,4,5,2,1,1,5,4,5,2,5,3,4,1,3,1,2,3,49,"Pennsylvania","Northeast","2-year","Town",3,4,5,8,4,"Male",32,16,15,17,2,-2.41205,1,12,10,4,5
